x1,y1,x2,y2
747,65,463,2
463,2,699,42
699,42,974,340
974,340,987,616
987,616,856,852
856,852,990,603
990,603,907,792
907,792,73,760
73,760,233,923
233,923,554,998
554,998,789,909
789,909,1000,526
1000,526,807,105
807,105,172,123
172,123,444,4
444,4,119,177
119,177,491,1000
491,1000,847,140
847,140,413,8
413,8,123,172
123,172,13,391
13,391,31,673
31,673,959,699
959,699,946,274
946,274,28,337
28,337,958,299
958,299,134,161
134,161,401,11
401,11,573,6
573,6,364,19
364,19,548,3
548,3,58,268
58,268,931,246
931,246,705,957
705,957,194,896
194,896,1,488
1,488,165,130
165,130,901,202
901,202,82,227
82,227,276,54
276,54,774,82
774,82,235,77
235,77,61,739
61,739,1000,482
1000,482,817,888
817,888,438,997
438,997,719,51
719,51,319,34
319,34,676,32
676,32,923,233
923,233,62,260
62,260,319,967
319,967,111,814
111,814,4,560
4,560,89,784
89,784,943,733
943,733,1000,513
1000,513,890,187
890,187,631,983
631,983,789,909
789,909,1000,507
1000,507,943,268
943,268,1,522
1,522,143,850
143,850,897,804
897,804,125,831
125,831,246,70
246,70,85,222
85,222,149,856
149,856,340,974
340,974,569,996
569,996,225,918
225,918,358,21
358,21,138,156
138,156,376,985
376,985,892,812
892,812,998,551
998,551,302,959
302,959,479,1000
479,1000,779,85
779,85,52,279
52,279,936,254
936,254,1000,519
1000,519,13,391
13,391,9,591
9,591,952,285
952,285,1000,482
1000,482,249,932
249,932,510,1000
510,1000,931,755
931,755,993,588
993,588,907,792
907,792,603,990
603,990,136,843
136,843,787,910
787,910,640,981
640,981,878,829
878,829,999,544
999,544,873,167
873,167,167,128
167,128,349,24
349,24,682,34
682,34,475,1
475,1,634,19
634,19,989,394
989,394,962,308
962,308,968,679
968,679,3,447
3,447,1000,532
1000,532,931,246
931,246,149,145
149,145,15,382
15,382,104,197
104,197,367,982
367,982,894,809
894,809,8,585
8,585,976,346
976,346,130,165
130,165,1,479
1,479,230,921
230,921,130,836
130,836,30,670
30,670,994,419
994,419,613,13
613,13,497,1
497,1,367,19
367,19,463,2
463,2,566,5
566,5,744,64
744,64,909,212
909,212,156,138
156,138,890,187
890,187,661,27
661,27,836,130
836,130,784,89
784,89,971,331
971,331,22,355
22,355,31,673
31,673,6,428
6,428,6,573
6,573,69,752
69,752,37,687
37,687,996,569
996,569,968,679
968,679,986,622
986,622,529,1000
529,1000,457,999
457,999,274,946
274,946,928,760
928,760,843,865
843,865,661,974
661,974,852,856
852,856,991,597
991,597,516,1000
516,1000,457,999
457,999,696,961
696,961,747,936
747,936,167,873
167,873,1,501
1,501,990,401
990,401,19,364
19,364,104,197
104,197,42,302
42,302,104,804
104,804,145,852
145,852,100,799
100,799,69,752
69,752,11,600
11,600,161,867
161,867,296,957
296,957,413,993
413,993,325,969
325,969,246,931
246,931,199,899
199,899,646,979
646,979,722,52
722,52,600,11
600,11,325,32
325,32,175,121
175,121,276,54
276,54,741,62
741,62,652,24
652,24,548,3
548,3,422,7
422,7,774,82
774,82,54,276
54,276,758,72
758,72,233,78
233,78,1,510
1,510,161,867
161,867,132,838
132,838,89,784
89,784,54,725
54,725,953,713
953,713,49,716
49,716,999,457
999,457,965,316
965,316,708,956
708,956,807,896
807,896,999,538
999,538,491,1000
491,1000,282,950
282,950,27,340
27,340,47,711
47,711,996,435
996,435,13,613
13,613,13,613
