p1,p2,R,G,B
14,35,0,0,0
87,14,0,0,0
48,87,0,0,0
92,48,0,0,0
24,92,0,0,0
97,24,0,0,0
20,97,0,0,0
46,20,0,0,0
12,46,0,0,0
85,12,0,0,0
21,85,0,0,0
45,21,0,0,0
3,45,0,0,0
50,3,0,0,0
25,50,0,0,0
96,25,0,0,0
57,96,0,0,0
10,57,0,0,0
47,10,0,0,0
89,47,0,0,0
15,89,0,0,0
75,15,0,0,0
34,75,0,0,0
9,34,0,0,0
70,9,0,0,0
26,70,0,0,0
80,26,0,0,0
18,80,0,0,0
53,18,0,0,0
22,53,0,0,0
77,22,0,0,0
99,77,0,0,0
53,99,0,0,0
24,53,0,0,0
51,24,0,0,0
91,51,0,0,0
55,91,0,0,0
1,55,0,0,0
62,1,0,0,0
20,62,0,0,0
86,20,0,0,0
34,86,0,0,0
12,34,0,0,0
76,12,0,0,0
11,76,0,0,0
36,11,0,0,0
13,36,0,0,0
87,13,0,0,0
45,87,0,0,0
95,45,0,0,0
50,95,0,0,0
8,50,0,0,0
68,8,0,0,0
29,68,0,0,0
72,29,0,0,0
14,72,0,0,0
75,14,0,0,0
13,75,0,0,0
38,13,0,0,0
0,38,0,0,0
23,0,0,0,0
56,23,0,0,0
26,56,0,0,0
5,26,0,0,0
39,5,0,0,0
64,39,0,0,0
6,64,0,0,0
61,6,0,0,0
98,61,0,0,0
27,98,0,0,0
66,27,0,0,0
17,66,0,0,0
40,17,0,0,0
94,40,0,0,0
28,94,0,0,0
88,28,0,0,0
16,88,0,0,0
41,16,0,0,0
4,41,0,0,0
32,4,0,0,0
88,32,0,0,0
49,88,0,0,0
15,49,0,0,0
90,15,0,0,0
54,90,0,0,0
21,54,0,0,0
63,21,0,0,0
4,63,0,0,0
27,4,0,0,0
69,27,0,0,0
24,69,0,0,0
99,24,0,0,0
46,99,0,0,0
87,46,0,0,0
36,87,0,0,0
1,36,0,0,0
61,1,0,0,0
2,61,0,0,0
44,2,0,0,0
10,44,0,0,0
32,10,0,0,0
7,32,0,0,0
58,7,0,0,0
93,58,0,0,0
49,93,0,0,0
7,49,0,0,0
30,7,0,0,0
95,30,0,0,0
26,95,0,0,0
83,26,0,0,0
17,83,0,0,0
92,17,0,0,0
53,92,0,0,0
90,53,0,0,0
46,90,0,0,0
0,46,0,0,0
48,0,0,0,0
12,48,0,0,0
43,12,0,0,0
10,43,0,0,0
56,10,0,0,0
95,56,0,0,0
22,95,0,0,0
78,22,0,0,0
24,78,0,0,0
55,24,0,0,0
92,55,0,0,0
38,92,0,0,0
1,38,0,0,0
24,1,0,0,0
68,24,0,0,0
28,68,0,0,0
96,28,0,0,0
56,96,0,0,0
98,56,0,0,0
22,98,0,0,0
79,22,0,0,0
19,79,0,0,0
93,19,0,0,0
44,93,0,0,0
7,44,0,0,0
66,7,0,0,0
25,66,0,0,0
98,25,0,0,0
52,98,0,0,0
14,52,0,0,0
59,14,0,0,0
9,59,0,0,0
33,9,0,0,0
86,33,0,0,0
14,86,0,0,0
88,14,0,0,0
30,88,0,0,0
82,30,0,0,0
29,82,0,0,0
95,29,0,0,0
58,95,0,0,0
94,58,0,0,0
44,94,0,0,0
96,44,0,0,0
21,96,0,0,0
83,21,0,0,0
20,83,0,0,0
67,20,0,0,0
26,67,0,0,0
97,26,0,0,0
28,97,0,0,0
3,28,0,0,0
40,3,0,0,0
4,40,0,0,0
46,4,0,0,0
9,46,0,0,0
64,9,0,0,0
22,64,0,0,0
82,22,0,0,0
18,82,0,0,0
91,18,0,0,0
54,91,0,0,0
0,54,0,0,0
61,0,0,0,0
99,61,0,0,0
23,99,0,0,0
78,23,0,0,0
20,78,0,0,0
95,20,0,0,0
51,95,0,0,0
89,51,0,0,0
49,89,0,0,0
3,49,0,0,0
48,3,0,0,0
14,48,0,0,0
50,14,0,0,0
89,50,0,0,0
16,89,0,0,0
74,16,0,0,0
15,74,0,0,0
51,15,0,0,0
96,51,0,0,0
59,96,0,0,0
11,59,0,0,0
44,11,0,0,0
8,44,0,0,0
57,8,0,0,0
99,57,0,0,0
54,99,0,0,0
94,54,0,0,0
27,94,0,0,0
86,27,0,0,0
31,86,0,0,0
87,31,0,0,0
15,87,0,0,0
88,15,0,0,0
48,88,0,0,0
1,48,0,0,0
47,1,0,0,0
91,47,0,0,0
53,91,0,0,0
7,53,0,0,0
41,7,0,0,0
5,41,0,0,0
46,5,0,0,0
10,46,0,0,0
45,10,0,0,0
11,45,0,0,0
58,11,0,0,0
3,58,0,0,0
50,3,0,0,0
13,50,0,0,0
49,13,0,0,0
90,49,0,0,0
37,90,0,0,0
0,37,0,0,0
57,0,0,0,0
9,57,0,0,0
43,9,0,0,0
93,43,0,0,0
42,93,0,0,0
6,42,0,0,0
52,6,0,0,0
90,52,0,0,0
51,90,0,0,0
97,51,0,0,0
59,97,0,0,0
98,59,0,0,0
53,98,0,0,0
95,53,0,0,0
42,95,0,0,0
8,42,0,0,0
65,8,0,0,0
24,65,0,0,0
83,24,0,0,0
30,83,0,0,0
86,30,0,0,0
22,86,0,0,0
66,22,0,0,0
19,66,0,0,0
63,19,0,0,0
6,63,0,0,0
47,6,0,0,0
11,47,0,0,0
62,11,0,0,0
2,62,0,0,0
58,2,0,0,0
9,58,0,0,0
45,9,0,0,0
4,45,0,0,0
62,4,0,0,0
3,62,0,0,0
39,3,0,0,0
93,39,0,0,0
49,93,0,0,0
2,49,0,0,0
48,2,0,0,0
7,48,0,0,0
43,7,0,0,0
94,43,0,0,0
51,94,0,0,0
4,51,0,0,0
50,4,0,0,0
94,50,0,0,0
52,94,0,0,0
97,52,0,0,0
55,97,0,0,0
0,55,0,0,0
47,0,0,0,0
88,47,0,0,0
35,88,0,0,0
87,35,0,0,0
29,87,0,0,0
86,29,0,0,0
24,86,0,0,0
79,24,0,0,0
21,79,0,0,0
65,21,0,0,0
15,65,0,0,0
60,15,0,0,0
17,60,0,0,0
64,17,0,0,0
7,64,0,0,0
56,7,0,0,0
1,56,0,0,0
57,1,0,0,0
12,57,0,0,0
59,12,0,0,0
10,59,0,0,0
58,10,0,0,0
13,58,0,0,0
59,13,0,0,0
15,59,0,0,0
62,15,0,0,0
18,62,0,0,0
64,18,0,0,0
20,64,0,0,0
65,20,0,0,0
23,65,0,0,0
81,23,0,0,0
26,81,0,0,0
82,26,0,0,0
25,82,0,0,0
83,25,0,0,0
28,83,0,0,0
86,28,0,0,0
32,86,0,0,0
89,32,0,0,0
34,89,0,0,0
87,34,0,0,0
33,87,0,0,0
88,33,0,0,0
46,88,0,0,0
5,46,0,0,0
51,5,0,0,0
95,51,0,0,0
52,95,0,0,0
96,52,0,0,0
53,96,0,0,0
97,53,0,0,0
54,97,0,0,0
98,54,0,0,0
55,98,0,0,0
99,55,0,0,0
56,99,0,0,0
0,56,0,0,0
