p1,p2,R,G,B
41,142,0,0,0
142,37,0,0,0
37,93,0,0,0
93,111,0,0,0
111,145,0,0,0
145,61,0,0,0
61,104,0,0,0
104,135,0,0,0
135,63,0,0,0
63,115,0,0,0
115,75,0,0,0
75,22,0,0,0
22,88,0,0,0
88,18,0,0,0
18,125,0,0,0
125,53,0,0,0
53,100,0,0,0
100,138,0,0,0
138,99,0,0,0
99,139,0,0,0
139,77,0,0,0
77,114,0,0,0
114,65,0,0,0
65,15,0,0,0
15,107,0,0,0
107,17,0,0,0
17,125,0,0,0
125,58,0,0,0
58,85,0,0,0
85,16,0,0,0
16,134,0,0,0
134,17,0,0,0
17,72,0,0,0
72,142,0,0,0
142,40,0,0,0
40,89,0,0,0
89,147,0,0,0
147,102,0,0,0
102,18,0,0,0
18,117,0,0,0
117,91,0,0,0
91,58,0,0,0
58,145,0,0,0
145,79,0,0,0
79,24,0,0,0
24,88,0,0,0
88,128,0,0,0
128,81,0,0,0
81,148,0,0,0
148,47,0,0,0
47,149,0,0,0
149,52,0,0,0
52,126,0,0,0
126,45,0,0,0
45,114,0,0,0
114,29,0,0,0
29,106,0,0,0
106,140,0,0,0
140,92,0,0,0
92,132,0,0,0
132,54,0,0,0
54,98,0,0,0
98,51,0,0,0
51,148,0,0,0
148,92,0,0,0
92,38,0,0,0
38,133,0,0,0
133,96,0,0,0
141,52,255,255,255
52,100,255,255,255
100,50,255,255,255
50,121,255,255,255
121,54,255,255,255
54,22,255,255,255
22,114,255,255,255
114,19,255,255,255
19,130,255,255,255
130,16,255,255,255
16,58,255,255,255
58,26,255,255,255
26,115,255,255,255
115,40,255,255,255
40,67,255,255,255
67,98,255,255,255
98,64,255,255,255
64,20,255,255,255
20,129,255,255,255
129,18,255,255,255
18,50,255,255,255
50,25,255,255,255
25,62,255,255,255
62,21,255,255,255
21,110,255,255,255
110,0,255,255,255
0,116,255,255,255
116,4,255,255,255
4,134,255,255,255
134,85,255,255,255
85,135,255,255,255
135,34,255,255,255
