p1,p2,R,G,B
59,110,0,166,86
87,59,0,166,86
203,87,0,166,86
177,203,0,166,86
143,177,0,166,86
106,143,0,166,86
78,106,0,166,86
51,78,0,166,86
183,51,0,166,86
216,183,0,166,86
171,216,0,166,86
41,171,0,166,86
65,41,0,166,86
14,65,0,166,86
49,14,0,166,86
80,49,0,166,86
36,80,0,166,86
219,36,0,166,86
26,219,0,166,86
91,26,0,166,86
148,91,0,166,86
174,148,0,166,86
209,174,0,166,86
83,209,0,166,86
155,83,0,166,86
105,155,0,166,86
79,105,0,166,86
240,79,0,166,86
18,240,0,166,86
218,18,0,166,86
111,218,0,166,86
134,111,0,166,86
107,134,0,166,86
25,107,0,166,86
56,25,0,166,86
77,56,0,166,86
52,77,0,166,86
181,52,0,166,86
202,181,0,166,86
146,202,0,166,86
95,146,0,166,86
136,95,0,166,86
163,136,0,166,86
185,163,0,166,86
214,185,0,166,86
82,214,0,166,86
29,82,0,166,86
247,29,0,166,86
230,247,0,166,86
40,230,0,166,86
79,40,0,166,86
235,79,0,166,86
6,235,0,166,86
188,6,0,166,86
232,188,0,166,86
94,232,0,166,86
157,94,0,166,86
214,157,0,166,86
127,214,0,166,86
98,127,0,166,86
138,98,0,166,86
228,138,0,166,86
2,228,0,166,86
141,2,0,166,86
111,141,0,166,86
128,111,0,166,86
168,128,0,166,86
191,168,0,166,86
214,191,0,166,86
150,214,0,166,86
124,150,0,166,86
45,124,0,166,86
73,45,0,166,86
52,73,0,166,86
119,52,0,166,86
89,119,0,166,86
35,89,0,166,86
221,35,0,166,86
3,221,0,166,86
236,3,0,166,86
87,236,0,166,86
213,87,0,166,86
70,213,0,166,86
19,70,0,166,86
132,19,0,166,86
114,132,0,166,86
78,114,0,166,86
44,78,0,166,86
15,44,0,166,86
43,15,0,166,86
82,43,0,166,86
22,82,0,166,86
48,22,0,166,86
9,48,0,166,86
147,9,0,166,86
175,147,0,166,86
145,175,0,166,86
227,145,0,166,86
142,227,0,166,86
109,142,0,166,86
146,109,0,166,86
38,146,0,166,86
7,38,0,166,86
233,7,0,166,86
201,233,0,166,86
161,201,0,166,86
209,161,0,166,86
90,209,0,166,86
143,90,0,166,86
186,143,0,166,86
207,186,0,166,86
