p1,p2,R,G,B
76,17,171,36,50
17,109,171,36,50
109,20,171,36,50
20,115,171,36,50
115,58,171,36,50
58,112,171,36,50
112,20,171,36,50
20,79,171,36,50
79,140,171,36,50
140,77,171,36,50
77,141,171,36,50
141,75,171,36,50
75,135,171,36,50
135,56,171,36,50
56,110,171,36,50
110,55,171,36,50
55,144,171,36,50
144,53,171,36,50
53,107,171,36,50
107,52,171,36,50
52,105,171,36,50
105,16,171,36,50
16,76,171,36,50
76,13,171,36,50
13,73,171,36,50
73,132,171,36,50
132,48,171,36,50
48,133,171,36,50
133,70,171,36,50
70,128,171,36,50
128,41,171,36,50
41,129,171,36,50
129,36,171,36,50
36,126,171,36,50
126,35,171,36,50
35,128,171,36,50
128,69,171,36,50
69,127,171,36,50
127,32,171,36,50
32,88,171,36,50
88,147,171,36,50
147,57,171,36,50
57,149,171,36,50
149,63,171,36,50
63,119,171,36,50
119,24,171,36,50
24,82,171,36,50
82,148,171,36,50
148,86,171,36,50
86,145,171,36,50
145,83,171,36,50
83,26,171,36,50
26,122,171,36,50
122,30,171,36,50
40,60,253,253,253
60,44,253,253,253
44,108,253,253,253
108,92,253,253,253
92,110,253,253,253
110,82,253,253,253
82,19,253,253,253
19,38,253,253,253
38,1,253,253,253
1,127,253,253,253
127,61,253,253,253
61,35,253,253,253
35,144,253,253,253
144,91,253,253,253
91,125,253,253,253
125,9,253,253,253
9,140,253,253,253
140,8,253,253,253
8,57,253,253,253
57,78,253,253,253
78,111,253,253,253
111,13,253,253,253
13,124,253,253,253
124,108,253,253,253
108,85,253,253,253
85,42,253,253,253
42,59,253,253,253
59,80,253,253,253
80,55,253,253,253
55,31,253,253,253
31,74,253,253,253
74,8,253,253,253
8,35,253,253,253
35,13,253,253,253
13,70,253,253,253
70,40,253,253,253
40,145,253,253,253
145,66,253,253,253
66,97,253,253,253
97,123,253,253,253
123,84,253,253,253
84,141,253,253,253
141,12,253,253,253
12,86,253,253,253
86,103,253,253,253
103,127,253,253,253
127,5,253,253,253
5,27,253,253,253
27,106,253,253,253
106,90,253,253,253
90,128,253,253,253
128,13,253,253,253
13,53,253,253,253
53,82,253,253,253
82,15,253,253,253
15,116,253,253,253
116,91,253,253,253
91,68,253,253,253
68,131,253,253,253
131,0,253,253,253
0,80,253,253,253
80,137,253,253,253
137,54,253,253,253
54,81,253,253,253
81,105,253,253,253
105,29,253,253,253
29,47,253,253,253
47,23,253,253,253
23,146,253,253,253
146,121,253,253,253
121,105,253,253,253
105,125,253,253,253
125,24,253,253,253
24,6,253,253,253
6,135,253,253,253
135,78,253,253,253
78,42,253,253,253
42,65,253,253,253
65,14,253,253,253
14,32,253,253,253
32,62,253,253,253
62,45,253,253,253
45,83,253,253,253
83,133,253,253,253
133,39,253,253,253
39,110,253,253,253
110,95,253,253,253
95,129,253,253,253
129,74,253,253,253
74,99,253,253,253
99,115,253,253,253
115,133,253,253,253
133,20,253,253,253
20,48,253,253,253
48,68,253,253,253
68,45,253,253,253
45,3,253,253,253
3,33,253,253,253
33,83,253,253,253
83,101,253,253,253
101,81,253,253,253
81,39,253,253,253
39,22,253,253,253
22,1,253,253,253
1,130,253,253,253
130,85,253,253,253
85,36,253,253,253
36,136,253,253,253
136,113,253,253,253
113,12,253,253,253
12,139,253,253,253
139,25,253,253,253
25,42,253,253,253
42,138,253,253,253
138,111,253,253,253
111,73,253,253,253
73,54,253,253,253
54,93,253,253,253
93,121,253,253,253
121,14,253,253,253
14,51,253,253,253
51,34,253,253,253
34,77,253,253,253
77,119,253,253,253
119,86,253,253,253
86,65,253,253,253
65,44,253,253,253
44,76,253,253,253
76,108,253,253,253
108,83,253,253,253
83,13,253,253,253
13,138,253,253,253
138,27,253,253,253
27,94,253,253,253
94,111,253,253,253
111,133,253,253,253
133,66,253,253,253
66,32,253,253,253
32,49,253,253,253
49,18,253,253,253
18,146,253,253,253
146,30,253,253,253
30,137,253,253,253
137,103,253,253,253
103,79,253,253,253
79,56,253,253,253
56,91,253,253,253
91,139,253,253,253
139,116,253,253,253
116,27,253,253,253
27,50,253,253,253
50,70,253,253,253
70,111,253,253,253
111,37,253,253,253
37,57,253,253,253
57,17,253,253,253
17,126,253,253,253
126,108,253,253,253
108,40,253,253,253
40,5,253,253,253
5,129,253,253,253
129,102,253,253,253
102,83,253,253,253
83,60,253,253,253
60,143,253,253,253
143,72,253,253,253
72,36,253,253,253
36,18,253,253,253
18,89,253,253,253
89,107,253,253,253
107,149,253,253,253
149,21,253,253,253
21,44,253,253,253
44,63,253,253,253
63,88,253,253,253
88,111,253,253,253
111,128,253,253,253
128,53,253,253,253
53,20,253,253,253
20,86,253,253,253
86,122,253,253,253
122,54,253,253,253
54,0,253,253,253
0,73,253,253,253
73,103,253,253,253
103,120,253,253,253
120,6,253,253,253
6,117,253,253,253
117,137,253,253,253
137,11,253,253,253
11,68,253,253,253
68,139,253,253,253
139,10,253,253,253
10,29,253,253,253
29,93,253,253,253
93,124,253,253,253
124,47,253,253,253
47,76,253,253,253
76,96,253,253,253
96,67,253,253,253
67,30,253,253,253
30,7,253,253,253
7,134,253,253,253
134,81,253,253,253
81,132,253,253,253
132,31,253,253,253
31,4,253,253,253
4,25,253,253,253
25,5,253,253,253
5,37,253,253,253
37,71,253,253,253
71,145,253,253,253
145,65,253,253,253
65,38,253,253,253
38,144,253,253,253
144,122,253,253,253
122,85,253,253,253
85,104,253,253,253
104,61,253,253,253
61,39,253,253,253
39,125,253,253,253
125,101,253,253,253
101,118,253,253,253
118,99,253,253,253
99,139,253,253,253
139,120,253,253,253
120,56,253,253,253
56,12,253,253,253
12,130,253,253,253
130,3,253,253,253
3,52,253,253,253
52,33,253,253,253
33,9,253,253,253
9,130,253,253,253
130,94,253,253,253
94,71,253,253,253
71,49,253,253,253
49,91,253,253,253
91,148,253,253,253
148,27,253,253,253
27,114,253,253,253
114,134,253,253,253
134,63,253,253,253
63,89,253,253,253
89,108,253,253,253
108,128,253,253,253
128,103,253,253,253
103,82,253,253,253
82,127,253,253,253
127,0,253,253,253
0,44,253,253,253
44,69,253,253,253
69,2,253,253,253
2,106,253,253,253
106,70,253,253,253
70,43,253,253,253
43,24,253,253,253
24,52,253,253,253
52,75,253,253,253
75,97,253,253,253
97,0,253,253,253
0,77,253,253,253
77,37,253,253,253
37,16,253,253,253
16,54,253,253,253
54,35,253,253,253
35,3,253,253,253
3,121,253,253,253
121,88,253,253,253
88,7,253,253,253
7,64,253,253,253
64,35,253,253,253
35,113,253,253,253
113,92,253,253,253
92,68,253,253,253
68,26,253,253,253
26,3,253,253,253
3,131,253,253,253
131,98,253,253,253
98,116,253,253,253
116,81,253,253,253
81,30,253,253,253
30,9,253,253,253
9,115,253,253,253
115,144,253,253,253
144,46,253,253,253
46,67,253,253,253
67,16,253,253,253
16,40,253,253,253
40,59,253,253,253
59,84,253,253,253
84,125,253,253,253
125,147,253,253,253
147,20,253,253,253
20,140,253,253,253
140,119,253,253,253
119,96,253,253,253
96,58,253,253,253
58,7,253,253,253
7,94,253,253,253
94,142,253,253,253
142,53,253,253,253
53,74,253,253,253
74,144,253,253,253
144,24,253,253,253
24,73,253,253,253
73,33,253,253,253
33,13,253,253,253
13,129,253,253,253
129,79,253,253,253
79,41,253,253,253
41,98,253,253,253
98,122,253,253,253
122,104,253,253,253
104,19,253,253,253
19,145,253,253,253
145,31,253,253,253
31,103,253,253,253
103,72,253,253,253
72,114,253,253,253
114,140,253,253,253
140,98,253,253,253
98,75,253,253,253
75,113,253,253,253
113,4,253,253,253
4,29,253,253,253
29,46,253,253,253
46,93,253,253,253
93,112,253,253,253
112,34,253,253,253
34,136,253,253,253
136,61,253,253,253
61,42,253,253,253
42,76,253,253,253
76,131,253,253,253
131,55,253,253,253
55,30,253,253,253
30,77,253,253,253
77,100,253,253,253
100,43,253,253,253
43,64,253,253,253
64,87,253,253,253
87,117,253,253,253
117,143,253,253,253
143,67,253,253,253
67,108,253,253,253
108,60,253,253,253
60,20,253,253,253
20,40,253,253,253
40,21,253,253,253
21,51,253,253,253
51,83,253,253,253
83,126,253,253,253
126,41,253,253,253
41,15,253,253,253
15,106,253,253,253
106,133,253,253,253
133,29,253,253,253
29,137,253,253,253
137,14,253,253,253
14,127,253,253,253
127,107,253,253,253
107,132,253,253,253
132,8,253,253,253
8,50,253,253,253
50,85,253,253,253
85,11,253,253,253
11,138,253,253,253
138,100,253,253,253
100,74,253,253,253
74,48,253,253,253
48,27,253,253,253
27,62,253,253,253
62,38,253,253,253
38,101,253,253,253
101,120,253,253,253
120,18,253,253,253
18,141,253,253,253
141,106,253,253,253
106,86,253,253,253
86,129,253,253,253
129,110,253,253,253
110,91,253,253,253
91,8,253,253,253
8,31,253,253,253
31,51,253,253,253
51,79,253,253,253
79,28,253,253,253
28,95,253,253,253
95,70,253,253,253
70,134,253,253,253
134,12,253,253,253
12,42,253,253,253
42,1,253,253,253
1,70,253,253,253
70,141,253,253,253
141,119,253,253,253
119,68,253,253,253
68,28,253,253,253
28,47,253,253,253
47,87,253,253,253
87,111,253,253,253
111,82,253,253,253
82,149,253,253,253
149,123,253,253,253
123,80,253,253,253
80,102,253,253,253
102,133,253,253,253
133,15,253,253,253
15,85,253,253,253
85,123,253,253,253
123,44,253,253,253
44,147,253,253,253
147,117,253,253,253
117,97,253,253,253
97,22,253,253,253
22,76,253,253,253
76,53,253,253,253
53,32,253,253,253
32,3,253,253,253
3,118,253,253,253
118,71,253,253,253
71,39,253,253,253
39,60,253,253,253
60,125,253,253,253
125,6,253,253,253
6,105,253,253,253
105,44,253,253,253
44,18,253,253,253
18,56,253,253,253
56,80,253,253,253
80,47,253,253,253
47,69,253,253,253
69,96,253,253,253
96,128,253,253,253
128,106,253,253,253
106,4,253,253,253
4,129,253,253,253
129,26,253,253,253
26,148,253,253,253
148,23,253,253,253
23,44,253,253,253
44,91,253,253,253
91,141,253,253,253
141,83,253,253,253
83,109,253,253,253
109,130,253,253,253
130,56,253,253,253
56,13,253,253,253
13,63,253,253,253
63,36,253,253,253
36,7,253,253,253
7,82,253,253,253
82,104,253,253,253
104,64,253,253,253
64,112,253,253,253
112,10,253,253,253
10,34,253,253,253
34,139,253,253,253
139,22,253,253,253
22,55,253,253,253
55,15,253,253,253
15,97,253,253,253
97,118,253,253,253
118,142,253,253,253
142,62,253,253,253
62,90,253,253,253
90,25,253,253,253
25,49,253,253,253
49,73,253,253,253
73,105,253,253,253
105,131,253,253,253
131,93,253,253,253
93,114,253,253,253
114,0,253,253,253
0,23,253,253,253
23,53,253,253,253
53,27,253,253,253
27,104,253,253,253
104,126,253,253,253
126,2,253,253,253
2,38,253,253,253
38,138,253,253,253
138,87,253,253,253
87,6,253,253,253
6,47,253,253,253
47,78,253,253,253
78,102,253,253,253
102,147,253,253,253
147,28,253,253,253
28,142,253,253,253
142,113,253,253,253
113,73,253,253,253
73,28,253,253,253
28,48,253,253,253
48,75,253,253,253
75,9,253,253,253
9,61,253,253,253
61,19,253,253,253
19,41,253,253,253
41,62,253,253,253
62,134,253,253,253
134,93,253,253,253
93,67,253,253,253
67,147,253,253,253
147,110,253,253,253
110,89,253,253,253
89,115,253,253,253
115,148,253,253,253
148,124,253,253,253
124,75,253,253,253
75,32,253,253,253
32,143,253,253,253
143,44,253,253,253
44,84,253,253,253
84,58,253,253,253
58,29,253,253,253
29,146,253,253,253
146,118,253,253,253
118,46,253,253,253
46,70,253,253,253
70,123,253,253,253
123,103,253,253,253
103,77,253,253,253
77,52,253,253,253
52,116,253,253,253
116,138,253,253,253
138,55,253,253,253
55,34,253,253,253
34,98,253,253,253
98,121,253,253,253
121,145,253,253,253
145,36,253,253,253
36,12,253,253,253
12,34,253,253,253
34,2,253,253,253
2,97,253,253,253
97,126,253,253,253
126,16,253,253,253
16,83,253,253,253
83,134,253,253,253
134,41,253,253,253
41,85,253,253,253
85,107,253,253,253
107,84,253,253,253
84,9,253,253,253
9,135,253,253,253
135,113,253,253,253
113,64,253,253,253
64,39,253,253,253
39,18,253,253,253
18,113,253,253,253
113,1,253,253,253
1,76,253,253,253
76,109,253,253,253
109,24,253,253,253
24,145,253,253,253
145,119,253,253,253
119,89,253,253,253
89,59,253,253,253
59,95,253,253,253
95,133,253,253,253
133,58,253,253,253
58,2,253,253,253
2,27,253,253,253
27,49,253,253,253
49,111,253,253,253
111,80,253,253,253
80,10,253,253,253
10,42,253,253,253
42,66,253,253,253
66,94,253,253,253
94,128,253,253,253
128,87,253,253,253
87,62,253,253,253
62,5,253,253,253
5,130,253,253,253
130,101,253,253,253
101,19,253,253,253
19,54,253,253,253
54,31,253,253,253
31,67,253,253,253
67,37,253,253,253
37,11,253,253,253
11,57,253,253,253
57,85,253,253,253
85,37,253,253,253
37,112,253,253,253
112,137,253,253,253
137,12,253,253,253
12,123,253,253,253
123,96,253,253,253
96,23,253,253,253
23,130,253,253,253
130,64,253,253,253
64,100,253,253,253
100,120,253,253,253
120,75,253,253,253
75,99,253,253,253
99,147,253,253,253
147,62,253,253,253
62,17,253,253,253
17,50,253,253,253
50,19,253,253,253
19,74,253,253,253
74,42,253,253,253
42,122,253,253,253
122,149,253,253,253
149,78,253,253,253
78,52,253,253,253
52,1,253,253,253
1,28,253,253,253
28,115,253,253,253
115,92,253,253,253
92,62,253,253,253
62,110,253,253,253
110,88,253,253,253
88,123,253,253,253
123,6,253,253,253
6,55,253,253,253
55,81,253,253,253
81,45,253,253,253
45,136,253,253,253
136,101,253,253,253
101,122,253,253,253
122,37,253,253,253
37,138,253,253,253
138,107,253,253,253
107,129,253,253,253
129,10,253,253,253
10,134,253,253,253
134,78,253,253,253
78,8,253,253,253
8,34,253,253,253
34,66,253,253,253
66,99,253,253,253
99,73,253,253,253
73,44,253,253,253
44,112,253,253,253
112,76,253,253,253
76,38,253,253,253
38,61,253,253,253
61,28,253,253,253
28,70,253,253,253
70,146,253,253,253
146,22,253,253,253
22,45,253,253,253
45,102,253,253,253
102,124,253,253,253
124,37,253,253,253
37,143,253,253,253
143,26,253,253,253
26,138,253,253,253
138,86,253,253,253
86,130,253,253,253
130,106,253,253,253
106,79,253,253,253
79,38,253,253,253
38,15,253,253,253
15,136,253,253,253
136,31,253,253,253
31,6,253,253,253
6,85,253,253,253
85,139,253,253,253
139,115,253,253,253
115,14,253,253,253
14,56,253,253,253
56,30,253,253,253
30,52,253,253,253
52,94,253,253,253
94,144,253,253,253
144,20,253,253,253
20,47,253,253,253
47,72,253,253,253
72,146,253,253,253
146,117,253,253,253
117,95,253,253,253
95,68,253,253,253
68,142,253,253,253
142,103,253,253,253
103,65,253,253,253
65,148,253,253,253
148,80,253,253,253
80,51,253,253,253
51,16,253,253,253
16,132,253,253,253
132,96,253,253,253
96,57,253,253,253
57,6,253,253,253
6,43,253,253,253
43,149,253,253,253
149,24,253,253,253
24,50,253,253,253
50,107,253,253,253
107,69,253,253,253
69,25,253,253,253
25,46,253,253,253
46,9,253,253,253
9,131,253,253,253
131,108,253,253,253
108,84,253,253,253
84,55,253,253,253
55,119,253,253,253
119,7,253,253,253
7,35,253,253,253
35,11,253,253,253
11,63,253,253,253
63,40,253,253,253
40,103,253,253,253
103,132,253,253,253
132,91,253,253,253
91,113,253,253,253
113,82,253,253,253
82,133,253,253,253
133,90,253,253,253
90,16,253,253,253
16,68,253,253,253
68,97,253,253,253
97,149,253,253,253
149,70,253,253,253
70,45,253,253,253
45,17,253,253,253
17,125,253,253,253
125,3,253,253,253
3,42,253,253,253
42,18,253,253,253
18,55,253,253,253
55,97,253,253,253
97,127,253,253,253
127,12,253,253,253
12,82,253,253,253
82,44,253,253,253
44,121,253,253,253
121,99,253,253,253
99,125,253,253,253
125,98,253,253,253
98,133,253,253,253
133,11,253,253,253
11,40,253,253,253
40,17,253,253,253
17,135,253,253,253
135,64,253,253,253
64,19,253,253,253
19,85,253,253,253
85,131,253,253,253
131,104,253,253,253
104,81,253,253,253
81,36,253,253,253
36,59,253,253,253
59,145,253,253,253
145,74,253,253,253
74,101,253,253,253
101,143,253,253,253
143,111,253,253,253
111,5,253,253,253
5,39,253,253,253
39,66,253,253,253
66,115,253,253,253
115,87,253,253,253
87,54,253,253,253
54,10,253,253,253
10,67,253,253,253
67,33,253,253,253
33,56,253,253,253
56,86,253,253,253
86,111,253,253,253
111,136,253,253,253
136,13,253,253,253
13,52,253,253,253
52,148,253,253,253
148,109,253,253,253
109,71,253,253,253
71,27,253,253,253
27,76,253,253,253
76,143,253,253,253
143,31,253,253,253
31,117,253,253,253
117,48,253,253,253
48,0,253,253,253
0,66,253,253,253
66,95,253,253,253
95,136,253,253,253
136,80,253,253,253
80,105,253,253,253
105,76,253,253,253
76,114,253,253,253
114,90,253,253,253
90,5,253,253,253
5,128,253,253,253
128,62,253,253,253
62,23,253,253,253
23,145,253,253,253
145,88,253,253,253
88,61,253,253,253
61,29,253,253,253
29,57,253,253,253
57,140,253,253,253
140,115,253,253,253
115,142,253,253,253
142,89,253,253,253
89,14,253,253,253
14,42,253,253,253
42,141,253,253,253
141,20,253,253,253
20,71,253,253,253
71,123,253,253,253
123,100,253,253,253
100,62,253,253,253
62,37,253,253,253
37,6,253,253,253
6,127,253,253,253
127,96,253,253,253
96,1,253,253,253
1,100,253,253,253
100,145,253,253,253
145,30,253,253,253
30,68,253,253,253
68,41,253,253,253
41,88,253,253,253
88,112,253,253,253
112,69,253,253,253
69,140,253,253,253
140,104,253,253,253
104,77,253,253,253
77,111,253,253,253
111,26,253,253,253
26,49,253,253,253
49,15,253,253,253
15,126,253,253,253
126,73,253,253,253
73,121,253,253,253
121,79,253,253,253
79,117,253,253,253
117,0,253,253,253
0,78,253,253,253
78,50,253,253,253
50,13,253,253,253
13,58,253,253,253
58,5,253,253,253
5,32,253,253,253
32,57,253,253,253
57,16,253,253,253
16,41,253,253,253
41,4,253,253,253
4,116,253,253,253
116,66,253,253,253
66,141,253,253,253
141,114,253,253,253
114,33,253,253,253
33,140,253,253,253
140,90,253,253,253
90,61,253,253,253
61,143,253,253,253
143,25,253,253,253
25,147,253,253,253
147,120,253,253,253
120,89,253,253,253
89,52,253,253,253
52,25,253,253,253
25,92,253,253,253
92,59,253,253,253
59,134,253,253,253
134,110,253,253,253
110,83,253,253,253
83,5,253,253,253
5,56,253,253,253
56,143,253,253,253
143,21,253,253,253
21,88,253,253,253
88,114,253,253,253
114,75,253,253,253
75,40,253,253,253
40,65,253,253,253
65,35,253,253,253
35,60,253,253,253
60,3,253,253,253
3,44,253,253,253
44,71,253,253,253
71,105,253,253,253
105,129,253,253,253
129,24,253,253,253
24,47,253,253,253
47,110,253,253,253
110,137,253,253,253
137,93,253,253,253
93,142,253,253,253
142,27,253,253,253
27,107,253,253,253
107,80,253,253,253
80,114,253,253,253
114,15,253,253,253
15,58,253,253,253
58,125,253,253,253
125,25,253,253,253
25,148,253,253,253
148,119,253,253,253
119,95,253,253,253
95,128,253,253,253
128,6,253,253,253
6,36,253,253,253
36,78,253,253,253
78,123,253,253,253
123,43,253,253,253
43,74,253,253,253
74,24,253,253,253
24,53,253,253,253
53,81,253,253,253
81,48,253,253,253
48,21,253,253,253
21,130,253,253,253
130,99,253,253,253
99,35,253,253,253
35,9,253,253,253
9,118,253,253,253
118,90,253,253,253
90,51,253,253,253
51,1,253,253,253
1,68,253,253,253
68,12,253,253,253
12,132,253,253,253
132,26,253,253,253
26,63,253,253,253
63,97,253,253,253
97,121,253,253,253
121,87,253,253,253
87,126,253,253,253
126,8,253,253,253
8,95,253,253,253
95,65,253,253,253
65,13,253,253,253
13,108,253,253,253
108,138,253,253,253
138,39,253,253,253
39,14,253,253,253
14,135,253,253,253
135,82,253,253,253
82,31,253,253,253
31,65,253,253,253
65,21,253,253,253
21,46,253,253,253
46,73,253,253,253
73,102,253,253,253
102,126,253,253,253
126,50,253,253,253
50,25,253,253,253
25,140,253,253,253
140,102,253,253,253
102,135,253,253,253
135,109,253,253,253
109,84,253,253,253
84,142,253,253,253
142,63,253,253,253
63,22,253,253,253
22,54,253,253,253
54,23,253,253,253
23,143,253,253,253
143,73,253,253,253
73,148,253,253,253
148,71,253,253,253
71,106,253,253,253
106,132,253,253,253
132,77,253,253,253
77,41,253,253,253
41,10,253,253,253
10,124,253,253,253
124,100,253,253,253
100,72,253,253,253
72,16,253,253,253
16,135,253,253,253
135,96,253,253,253
96,65,253,253,253
65,37,253,253,253
37,63,253,253,253
63,130,253,253,253
130,87,253,253,253
87,53,253,253,253
53,29,253,253,253
29,0,253,253,253
0,121,253,253,253
121,33,253,253,253
33,144,253,253,253
144,105,253,253,253
105,139,253,253,253
139,88,253,253,253
88,45,253,253,253
45,74,253,253,253
74,118,253,253,253
118,29,253,253,253
29,69,253,253,253
69,115,253,253,253
115,51,253,253,253
51,26,253,253,253
26,146,253,253,253
146,112,253,253,253
112,85,253,253,253
85,55,253,253,253
55,19,253,253,253
19,131,253,253,253
131,80,253,253,253
80,116,253,253,253
116,92,253,253,253
92,9,253,253,253
9,112,253,253,253
112,83,253,253,253
83,34,253,253,253
34,75,253,253,253
75,1,253,253,253
1,84,253,253,253
84,14,253,253,253
14,120,253,253,253
120,94,253,253,253
94,129,253,253,253
129,9,253,253,253
9,43,253,253,253
43,72,253,253,253
72,101,253,253,253
101,32,253,253,253
32,68,253,253,253
68,17,253,253,253
17,133,253,253,253
133,13,253,253,253
13,40,253,253,253
40,137,253,253,253
137,109,253,253,253
109,82,253,253,253
82,52,253,253,253
52,20,253,253,253
20,125,253,253,253
125,88,253,253,253
88,58,253,253,253
58,31,253,253,253
31,81,253,253,253
81,119,253,253,253
119,47,253,253,253
47,8,253,253,253
8,87,253,253,253
87,21,253,253,253
21,56,253,253,253
56,17,253,253,253
17,99,253,253,253
99,124,253,253,253
124,71,253,253,253
71,28,253,253,253
28,139,253,253,253
139,107,253,253,253
107,78,253,253,253
78,3,253,253,253
3,59,253,253,253
59,12,253,253,253
12,115,253,253,253
115,84,253,253,253
84,132,253,253,253
132,65,253,253,253
65,146,253,253,253
146,90,253,253,253
90,15,253,253,253
15,117,253,253,253
117,91,253,253,253
91,60,253,253,253
60,98,253,253,253
98,141,253,253,253
141,113,253,253,253
113,144,253,253,253
144,73,253,253,253
73,2,253,253,253
2,46,253,253,253
46,11,253,253,253
11,39,253,253,253
39,67,253,253,253
67,34,253,253,253
34,62,253,253,253
62,10,253,253,253
10,127,253,253,253
127,7,253,253,253
7,51,253,253,253
51,23,253,253,253
23,48,253,253,253
48,90,253,253,253
90,57,253,253,253
57,124,253,253,253
124,4,253,253,253
4,77,253,253,253
77,123,253,253,253
123,94,253,253,253
94,138,253,253,253
138,34,253,253,253
34,71,253,253,253
71,114,253,253,253
114,143,253,253,253
143,93,253,253,253
93,147,253,253,253
147,27,253,253,253
27,79,253,253,253
79,122,253,253,253
122,97,253,253,253
97,146,253,253,253
146,60,253,253,253
60,33,253,253,253
33,4,253,253,253
4,55,253,253,253
55,130,253,253,253
130,104,253,253,253
104,148,253,253,253
148,92,253,253,253
92,126,253,253,253
126,13,253,253,253
13,43,253,253,253
43,17,253,253,253
42,88,42,47,100
88,144,42,47,100
144,61,42,47,100
61,107,42,47,100
107,40,42,47,100
40,112,42,47,100
112,36,42,47,100
36,133,42,47,100
133,78,42,47,100
78,147,42,47,100
147,92,42,47,100
92,47,42,47,100
47,113,42,47,100
113,30,42,47,100
30,104,42,47,100
104,45,42,47,100
45,137,42,47,100
137,68,42,47,100
68,117,42,47,100
117,34,42,47,100
34,132,42,47,100
132,67,42,47,100
67,149,42,47,100
149,69,42,47,100
69,14,42,47,100
14,108,42,47,100
108,62,42,47,100
62,145,42,47,100
145,91,42,47,100
91,146,42,47,100
146,73,42,47,100
73,125,42,47,100
125,22,42,47,100
22,74,42,47,100
74,5,42,47,100
5,83,42,47,100
83,36,42,47,100
36,102,42,47,100
102,57,42,47,100
57,127,42,47,100
127,75,42,47,100
75,4,42,47,100
4,59,42,47,100
59,131,42,47,100
131,33,42,47,100
33,81,42,47,100
81,15,42,47,100
15,110,42,47,100
110,38,42,47,100
38,104,42,47,100
104,59,42,47,100
59,129,42,47,100
129,30,42,47,100
30,79,42,47,100
79,0,42,47,100
0,77,42,47,100
77,6,42,47,100
6,84,42,47,100
84,140,42,47,100
140,51,42,47,100
51,149,42,47,100
149,99,42,47,100
99,20,42,47,100
20,123,42,47,100
123,41,42,47,100
41,87,42,47,100
87,143,42,47,100
143,70,42,47,100
70,16,42,47,100
16,113,42,47,100
113,36,42,47,100
36,103,42,47,100
103,12,42,47,100
12,100,42,47,100
100,56,42,47,100
56,2,42,47,100
2,79,42,47,100
79,134,42,47,100
134,65,42,47,100
65,112,42,47,100
112,30,42,47,100
30,130,42,47,100
130,31,42,47,100
31,113,42,47,100
113,37,42,47,100
37,114,42,47,100
114,48,42,47,100
48,138,42,47,100
138,82,42,47,100
82,17,42,47,100
17,71,42,47,100
71,122,42,47,100
122,19,42,47,100
19,118,42,47,100
118,69,42,47,100
69,141,42,47,100
141,73,42,47,100
73,0,42,47,100
0,81,42,47,100
81,1,42,47,100
1,72,42,47,100
72,19,42,47,100
19,119,42,47,100
119,69,42,47,100
69,146,42,47,100
146,76,42,47,100
76,24,42,47,100
24,126,42,47,100
126,74,42,47,100
74,4,42,47,100
4,81,42,47,100
81,9,42,47,100
9,77,42,47,100
77,130,42,47,100
130,76,42,47,100
76,25,42,47,100
25,127,42,47,100
127,27,42,47,100
27,89,42,47,100
89,44,42,47,100
44,110,42,47,100
110,43,42,47,100
43,109,42,47,100
109,15,42,47,100
15,111,42,47,100
111,35,42,47,100
35,83,42,47,100
83,11,42,47,100
11,99,42,47,100
99,55,42,47,100
55,1,42,47,100
1,54,42,47,100
54,98,42,47,100
98,11,42,47,100
11,66,42,47,100
66,147,42,47,100
147,94,42,47,100
94,9,42,47,100
9,64,42,47,100
30,87,171,36,50
87,31,171,36,50
31,89,171,36,50
89,2,171,36,50
2,61,171,36,50
61,116,171,36,50
116,21,171,36,50
21,114,171,36,50
114,60,171,36,50
60,1,171,36,50
1,64,171,36,50
64,3,171,36,50
3,89,171,36,50
89,33,171,36,50
33,125,171,36,50
125,67,171,36,50
67,124,171,36,50
124,29,171,36,50
29,123,171,36,50
123,66,171,36,50
66,1,171,36,50
1,87,171,36,50
87,28,171,36,50
28,123,171,36,50
123,27,171,36,50
27,84,171,36,50
84,149,171,36,50
149,62,171,36,50
62,119,171,36,50
119,61,171,36,50
61,148,171,36,50
148,83,171,36,50
83,22,171,36,50
22,118,171,36,50
118,23,171,36,50
23,81,171,36,50
81,20,171,36,50
20,114,171,36,50
114,58,171,36,50
58,149,171,36,50
149,90,171,36,50
90,4,171,36,50
4,94,171,36,50
94,5,171,36,50
5,65,171,36,50
65,2,171,36,50
2,93,171,36,50
93,4,171,36,50
4,64,171,36,50
64,120,171,36,50
120,25,171,36,50
25,121,171,36,50
121,27,171,36,50
27,122,171,36,50
122,65,171,36,50
65,125,171,36,50
125,66,171,36,50
66,6,171,36,50
6,72,171,36,50
72,11,171,36,50
11,71,171,36,50
71,130,171,36,50
130,40,171,36,50
40,131,171,36,50
131,43,171,36,50
43,132,171,36,50
132,46,171,36,50
46,133,171,36,50
133,73,171,36,50
73,10,171,36,50
10,75,171,36,50
75,15,171,36,50
15,77,171,36,50
77,18,171,36,50
18,110,171,36,50
110,54,171,36,50
54,108,171,36,50
108,53,171,36,50
53,143,171,36,50
143,77,171,36,50
77,137,171,36,50
137,74,171,36,50
74,141,171,36,50
141,80,171,36,50
80,145,171,36,50
145,84,171,36,50
84,146,171,36,50
146,59,171,36,50
59,0,171,36,50
0,90,171,36,50
90,33,171,36,50
33,126,171,36,50
126,31,171,36,50
31,88,171,36,50
88,2,171,36,50
2,68,171,36,50
68,5,171,36,50
