p1,p2,R,G,B
134,85,255,255,255
85,123,255,255,255
123,83,255,255,255
83,121,255,255,255
121,22,255,255,255
22,113,255,255,255
113,34,255,255,255
34,147,255,255,255
147,55,255,255,255
55,24,255,255,255
24,58,255,255,255
58,19,255,255,255
19,141,255,255,255
141,98,255,255,255
98,72,255,255,255
72,35,255,255,255
35,139,255,255,255
139,15,255,255,255
15,108,255,255,255
108,11,255,255,255
11,138,255,255,255
138,45,255,255,255
45,69,255,255,255
69,97,255,255,255
97,66,255,255,255
66,102,255,255,255
102,67,255,255,255
67,41,255,255,255
41,8,255,255,255
8,135,255,255,255
135,3,255,255,255
3,120,255,255,255
120,25,255,255,255
25,65,255,255,255
65,98,255,255,255
98,67,255,255,255
67,101,255,255,255
101,54,255,255,255
54,121,255,255,255
121,82,255,255,255
82,63,255,255,255
63,27,255,255,255
27,56,255,255,255
56,142,255,255,255
142,17,255,255,255
17,131,255,255,255
131,75,255,255,255
75,42,255,255,255
42,145,255,255,255
145,117,255,255,255
117,143,255,255,255
143,91,255,255,255
91,7,255,255,255
7,136,255,255,255
136,6,255,255,255
6,91,255,255,255
91,9,255,255,255
9,109,255,255,255
109,16,255,255,255
16,51,255,255,255
51,26,255,255,255
26,50,255,255,255
50,20,255,255,255
20,129,255,255,255
129,14,255,255,255
14,140,255,255,255
140,96,255,255,255
96,39,255,255,255
39,118,255,255,255
118,1,255,255,255
1,30,255,255,255
30,131,255,255,255
131,19,255,255,255
19,64,255,255,255
64,31,255,255,255
31,144,255,255,255
144,49,255,255,255
49,15,255,255,255
15,114,255,255,255
114,21,255,255,255
21,54,255,255,255
54,28,255,255,255
28,68,255,255,255
68,42,255,255,255
42,117,255,255,255
117,20,255,255,255
20,48,255,255,255
48,119,255,255,255
119,10,255,255,255
10,137,255,255,255
137,90,255,255,255
90,122,255,255,255
122,86,255,255,255
86,127,255,255,255
127,15,255,255,255
15,112,255,255,255
112,18,255,255,255
18,61,255,255,255
61,14,255,255,255
14,120,255,255,255
120,2,255,255,255
2,31,255,255,255
31,4,255,255,255
4,136,255,255,255
136,37,255,255,255
37,70,255,255,255
70,47,255,255,255
47,99,255,255,255
99,74,255,255,255
74,120,255,255,255
120,51,255,255,255
51,100,255,255,255
100,49,255,255,255
49,17,255,255,255
17,48,255,255,255
48,139,255,255,255
139,36,255,255,255
36,65,255,255,255
65,104,255,255,255
104,67,255,255,255
67,99,255,255,255
99,149,255,255,255
7,63,255,130,0
63,100,255,130,0
100,61,255,130,0
61,120,255,130,0
120,33,255,130,0
33,131,255,130,0
131,38,255,130,0
38,102,255,130,0
102,47,255,130,0
47,105,255,130,0
105,17,255,130,0
17,81,255,130,0
81,112,255,130,0
112,82,255,130,0
82,35,255,130,0
35,122,255,130,0
122,1,255,130,0
1,60,255,130,0
60,137,255,130,0
137,79,255,130,0
79,130,255,130,0
130,23,255,130,0
23,80,255,130,0
80,103,255,130,0
103,41,255,130,0
41,106,255,130,0
106,64,255,130,0
64,101,255,130,0
101,131,255,130,0
131,71,255,130,0
71,115,255,130,0
115,44,255,130,0
44,102,255,130,0
102,10,255,130,0
10,125,255,130,0
125,35,255,130,0
35,75,255,130,0
75,9,255,130,0
9,66,255,130,0
66,113,255,130,0
113,38,255,130,0
38,127,255,130,0
127,16,255,130,0
16,95,255,130,0
95,24,255,130,0
24,71,255,130,0
71,141,255,130,0
141,60,255,130,0
60,126,255,130,0
126,13,255,130,0
13,72,255,130,0
72,147,255,130,0
147,55,255,130,0
55,87,255,130,0
87,50,255,130,0
50,134,255,130,0
